key,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
34,34,M,Hiroshima,Hrs,広島,137,112,52,116,156,145,117,8.5,91.4,381,308,808,87.1,"38,440",81.08,71.97,82,65.6,33.7,423353,32.8,28.7,12.9,29,58.1,10.89,25.24,16.8,62,1878.5,32,3074,0.615,0.3,0.05,21.24,18.1,3.1,26,67.7,3.7,30.6,110.2,66.5,70.1,61.4,55.5,94.1,73.4,25.6,10.46,135.95,9.1,99.4,89.6,55.4,254.6,46.1,269.2,536.1,282.3,3.4,9.3,17106,1051,1304,1497,248,11.91,72.7,15,35.2,68.3,52.4,55.4,43.5,25.8,15.2,0.8,3.2,2.8,0.9,6.2,88.2,19.5,36.7,28.7,32.8,8.8,9.8,2.4,12.8,4.2,4,1.1,0.1,13.7,0.5,5.1,33.7,20.6,18,18.3,39.5,,,65.6,39.6,16.2,"67,985","22,134","38,768","95,705","84,297","65,074","107,902","114,589","109,260","50,604","127,230","145,829","50,924","40,515","81,388","58,023","14,607","19,751","8,011","9,743",44.3,8.4,"285,100","104,500","103,900",144.3,"318,271","5,274","4,492","5,542","5,103","4,412","4,598","5,003","4,671","2,503","2,254","2,672","2,476",239,467,4.3,11.1,1,2.3,5.3,3.3,0.293,0.243,276.7,11.2,23.7,"7,829"
35,35,M,Yamaguchi,Ymgc,山口,65,142,69,228,145,136,81,10.7,91.3,163,190,349,89.5,"37,888",80.51,72.18,90.1,70.8,37.9,236270,29.7,29.3,11.8,33.9,54.3,13.53,24.5,16,76,1939.5,47,2774,0.453,1.3,0.17,22.82,13.5,4.8,25.6,67.5,4,38.4,74.3,65.8,68.7,67.1,67.5,91.9,64.6,27.8,13.97,66.73,6.9,98.9,92.5,48.3,246.5,55.5,292.7,552,284,3.4,8.3,16659,849,1131,1632,198,14.55,71.9,14.5,37.8,66.6,50.3,54.1,41.6,27.2,15.2,0.4,3.4,3.6,0.9,7.2,84.1,22,23.1,29.3,29.7,8.4,9.3,2.1,12.7,4.4,4.4,1.6,0.2,8.7,0.4,2.7,37.9,23.2,20.3,17.6,38,,,70.8,46.2,11.2,"34,088","9,499","17,409","42,070","47,262","35,003","50,369","51,814","51,522","19,994","59,024","82,152","24,889","18,018","63,802","48,522","11,115","15,707","6,856","7,875",40.7,7.1,"154,900","53,500","51,100",142.2,"284,647","3,005","4,107","4,299","3,804","4,402","4,687","4,210","4,433","1,609","1,935","1,844","1,796",150,280,2.1,5.2,0.9,0.9,3.2,1.1,0.299,0.26,270,10.7,23.9,"7,817"
36,36,M,Tokushima,Tks,徳島,35,123,98,168,150,164,84,14.7,99.9,158,121,240,86.7,"37,571",80.32,71.34,79.8,61.6,40.3,126897,29.2,29.6,11.3,33.1,55.7,13.74,26.64,17.1,71,1760,12,2921,0.334,3.4,1,18.04,14.3,8.2,23.4,65.3,5,37.1,72.3,65.4,66.8,69.2,70.7,94.7,18.1,26.2,7.26,26.13,9.3,97.9,80.1,57.6,315.9,55.8,381.7,577.8,282.7,3.4,10.2,14739,1052,1290,1925,225,12.9,70.3,15.4,38.8,62.5,46.9,48.5,40.2,26.2,14.9,0.5,3,2.7,1.1,5.2,83.2,20.9,22,29.6,29.2,8.1,8.9,1.8,13.7,5.5,4,0.9,0.1,6.3,0.2,1.6,40.3,21.1,22.8,17.9,37.8,,,61.6,45.7,11.6,"20,475","5,869","9,183","21,371","24,874","20,851","25,449","31,122","29,822","12,328","28,065","43,380","12,218","11,954","75,025","58,821","12,034","17,254","8,056","9,757",39.8,6.8,"76,800","25,600","25,600",145.8,"292,169","4,460","4,321","5,158","4,646","4,149","4,032","4,693","4,291","2,341","2,341","2,939","2,540",82,164,1.5,2.3,0.3,0.5,2.1,0.6,0.326,0.287,312.6,10.2,24,"6,791"
37,37,M,Kagawa,Kgw,香川,47,118,61,121,192,148,76,9.2,86.3,169,143,303,83.6,"38,033",80.85,72.37,83.1,69.8,37.6,156715,33.1,29.1,12.3,31.5,56.1,12.3,27.02,17,69,1575,22,2925,0.487,2,0.53,21.43,16.5,5.3,25.1,66.6,4,29.7,82.9,66,67.5,69.3,67.6,96.2,44.3,28.2,16.55,49.42,7.9,99.9,94.4,49,276,58.5,537.2,590.9,318.6,4.5,9.4,18215,998,1311,1765,238,12.12,71.2,14.3,36.9,65.2,49,52,39.5,27.2,15.6,0.4,3.3,2.9,1.1,7.1,85.3,22.6,19.7,29.1,33.1,8,9.8,3.1,11.7,6.5,4.7,1.3,0,6.6,0.1,2.2,37.6,22.6,19.6,16,37.7,,,69.8,27.4,12.4,"28,040","8,939","13,836","32,422","35,965","27,915","37,139","44,575","42,928","19,017","40,644","61,830","18,237","16,917","78,617","61,983","14,156","19,085","7,772","11,473",42,7.7,"101,500","36,100","34,600",143.9,"302,931","5,173","4,629","5,271","5,024","4,526","4,780","5,041","4,782","2,233","2,083","2,158","2,158",68,154,2.2,3.4,0.4,0.9,3,0.7,0.304,0.255,284.9,10.6,24.1,"7,696"
38,38,M,Ehime,Ehm,愛媛,64,125,69,152,137,117,98,10.1,91.6,200,168,429,93.5,"33,982",80.16,71.33,90.2,80.3,38.6,222810,31.7,28.6,12,32.6,55.4,13.3,25.13,17.1,68,1796.5,22,2535,0.434,0.6,0.54,22.32,14.8,7.3,23.1,64.8,4.4,31.8,74.4,66.8,67.8,66.5,68.3,92.7,52.7,27.5,11.33,35.92,7.6,96.1,85.2,50.2,262.5,51.9,257.9,464.8,264.1,3.8,9.6,12627,1046,1189,1565,181,13.77,72.2,15.4,39.2,67,50.4,51.4,40.5,27.1,15.1,0.4,3.2,3.4,1.1,5.8,84.5,22.1,23.3,28.6,31.7,8.4,8.5,1.6,13.6,6,4.1,0.9,0.1,8.1,0.3,2.8,38.6,23.9,20,18.7,41.4,,,80.3,40.3,11.1,"35,316","10,459","18,995","45,466","54,275","38,402","51,280","62,354","55,905","26,288","48,782","83,163","29,574","23,480","81,898","58,058","14,100","18,165","8,403","10,571",39.7,6.9,"143,600","49,600","47,100",141.3,"267,940","5,415","4,900","5,703","5,339","4,701","4,817","5,247","4,922","2,376","2,438","2,453","2,422",132,269,2.5,2.8,0.5,1.4,2.4,1.3,0.291,0.247,273.2,10.7,24.1,"7,845"
39,39,M,Kochi,Kch,高知,33,110,125,282,122,132,181,17.8,78.7,98,93,203,96.9,"44,497",80.26,71.37,100.1,70.1,37.6,124089,26.4,25.1,11.2,34.8,54.1,14.22,24.23,17.4,72,3092.5,3,2532,0.268,0.8,0.85,23.6,11,11.4,16.6,68.7,4.9,54.9,48.1,62.7,60.8,64.9,67.6,92.1,38.5,22.6,9.87,72.56,10.1,99.4,84.1,51.3,306,73.9,228.5,553.5,309,5.2,7.7,12597,873,997,1519,172,16.49,67.3,11.4,31.5,58.5,40.5,44,31.7,24.3,11.9,0.3,3.8,3,1.2,5.2,80.6,17.5,17.3,25.1,26.4,6.3,6.9,1.6,10.9,6.2,3.9,0.7,0.1,4.6,0.2,1.3,37.6,28.1,21.4,15.9,39.5,,,70.1,43.1,29.3,"20,689","6,338","8,448","23,179","31,403","23,959","28,363","34,481","33,388","20,451","34,926","49,433","14,660","13,284","67,661","57,078","10,141","15,328","8,775","9,063",39.5,7,"79,800","24,800","29,600",141.1,"272,488","4,905","4,261","4,663","4,610","4,539","4,277","4,562","4,459","2,138","2,205","2,280","2,208",109,193,1.7,2.2,0.5,0.7,1.2,1.3,0.33,0.273,310.4,9.8,25.1,"5,647"
40,40,M,Fukuoka,Fkk,福岡,242,122,68,148,146,89,46,9,92.3,796,847,1600,93.9,"37,042",80.66,71.49,92.5,42.3,33.6,710787,34.6,32.7,13.2,27.6,59.2,10.29,21.99,17.7,69,1617,28,2724,0.643,0.8,2.26,18.7,16.3,2.8,20.2,72.1,5.3,23.1,169,65.8,73.6,52.8,44.3,93.9,80.9,28.1,9,219.84,14.5,98.6,86.5,60.6,297.6,35.8,612.5,539.6,322.6,4.3,9.2,11804,1052,1229,1352,238,11.84,70,15.4,35.7,71,56.2,54.9,44.3,26.4,13.7,0.5,3.3,2.2,0.9,5.9,85.8,19.2,29.9,32.7,34.6,9.5,9.6,2.1,14,5.3,3.5,2,0.5,26.5,1.4,11.1,33.6,22.3,20.6,20.8,38.8,,,42.3,41.2,11.7,"125,849","39,474","60,765","179,839","185,162","139,471","206,315","220,560","225,662","88,001","202,224","312,723","120,374","67,548","70,647","52,058","9,782","15,216","7,327","9,297",41.1,8.1,"437,900","171,100","181,900",138.8,"290,368","4,531","4,206","4,782","4,506","3,983","4,275","4,354","4,204","1,916","1,910","2,011","1,946",349,725,14.5,26.8,2.4,4.6,16.3,2.4,0.305,0.26,320.2,11.7,24,"7,474"
41,41,M,Saga,Sag,佐賀,39,121,62,157,186,92,122,12.4,84.8,108,93,226,99.6,"34,729",80.65,71.6,92.2,50.2,38.4,125443,31.8,26.6,13.6,29.7,56.6,12.1,32.01,17.4,71,1877,20,2412,0.348,1.8,0.46,22.46,12.3,8.4,23.5,65,4.1,33.6,51.6,63.4,68.5,66.9,69.2,94.8,59.1,32.6,10.26,19.47,6.9,100,96,50.5,276.8,60.2,699,587.3,294,3.3,9.3,13004,1093,1199,1873,204,10.41,68,14.9,31.9,64.2,47.2,51.5,41.4,32.2,19.4,0.7,3.3,3.4,0.7,7.7,82,20.8,26.2,26.6,31.8,7.9,7.6,1.5,12.9,7.5,6.9,2.2,0.1,5.2,0.2,2.2,38.4,25.1,17,19.9,38,,,50.2,43.2,9.1,"22,477","7,483","11,190","25,062","30,379","22,716","35,174","36,068","35,113","13,435","33,635","51,560","17,381","10,391","62,807","43,489","8,205","12,152","5,499","8,623",45.9,8.7,"82,500","30,000","29,300",150,"272,624","3,818","3,854","4,109","3,927","4,579","4,405","3,745","4,243","1,621","1,928","1,533","1,694",93,165,1.5,3.4,0.5,1.3,2.3,1,0.299,0.252,289.2,10.6,23.7,"7,283"
42,42,M,Nagasaki,Ngs,長崎,63,135,81,170,164,129,67,11.2,103.3,201,163,385,93.6,"34,723",80.38,71.83,92.1,62,34,218706,27.5,25.8,12.7,32,55.3,12.94,26.34,17.7,75,1821,21,2388,0.336,0.2,0.35,22.08,11,7.4,19.5,69.9,4.4,27.6,82.4,64.5,62.2,63.7,64.4,95.8,61.4,27.7,10.51,71.05,7.3,96.8,92.1,54.2,295.7,56.2,346.1,545.5,271.5,1.8,9.2,10173,970,1171,1448,200,13.18,70.6,16.6,33,58.3,43.2,44.7,34.6,28.4,14.1,0.4,2.7,3.8,0.9,7.7,82.9,19.8,20.9,25.8,27.5,6.2,7.6,2.1,13.8,5.7,4.4,1.9,0.1,10.4,0.3,3.3,34,20.5,22.1,17,43.5,,,62,37.9,21.8,"40,707","11,057","17,542","37,006","53,494","37,905","51,481","56,026","57,370","19,671","51,700","88,978","25,181","16,999","67,389","58,686","10,158","15,725","8,757","10,811",43.7,7.9,"143,800","50,700","55,000",146.6,"278,279","4,598","4,766","4,408","4,591","4,460","4,470","4,378","4,436","2,761","2,449","2,522","2,577",173,314,2.9,5.5,0.7,1,3.2,0.9,0.312,0.272,269.1,10.5,23.6,"7,061"
43,43,M,Kumamoto,Kmm,熊本,83,112,80,161,134,114,67,12.1,84,298,203,538,82.8,"31,798",81.22,72.71,84.4,57.3,33.9,277369,31.7,26.8,13.4,30.6,56,12.23,28.29,17.5,72,1950.5,19,2438,0.407,4.7,0.53,14.14,12.4,9.6,20.6,67.5,4.5,26.3,52.1,66.7,66.6,61.9,63.1,86.3,68.1,32.7,8.1,62.26,6.3,99.6,89.7,47.8,281.9,56.5,272.3,529.1,266.9,3.9,8.9,11865,1026,1089,1717,199,11.88,72,14,35.8,64.5,48.4,48.6,38.1,33.5,17.8,0.3,3.9,3.7,1,8.5,81.9,21.3,20.6,26.8,31.7,8,10.6,3.1,13,7,6.8,8.9,0.2,12.6,0.5,3.6,33.9,16.7,17.5,16.9,36.8,,,57.3,36.5,8.6,"51,700","15,605","24,371","60,323","65,869","51,177","70,756","85,080","81,556","34,263","75,510","121,615","38,528","24,096","73,805","42,689","10,039","14,104","7,775","9,364",42.5,7.8,"171,200","64,300","66,800",144.1,"276,908","3,718","4,315","4,957","4,330","3,403","3,774","4,126","3,768","1,541","1,747","1,659","1,649",165,340,4.7,6.4,0.8,1.8,4.5,1.2,0.311,0.257,,,,
44,44,M,Oita,Oit,大分,54,126,74,114,99,89,92,13.7,83.6,145,147,403,81.8,"35,386",81.08,71.54,79.7,61,34.2,188649,31.2,28.5,12.3,32.4,55.2,12.5,26.01,17.1,72,1663,14,2619,0.383,1,0.3,21.71,12.7,6.7,22.3,66.5,4.5,28.3,53.6,67.2,70.1,63.6,63.1,89.9,53,29.8,10.48,62.65,7.3,99.2,91.3,46.7,268.5,58.7,315.6,598.6,299.7,3,9.1,11336,892,1113,1598,212,12.94,72.8,17.6,37.5,68.9,53.5,53.4,44.1,30.5,16.8,0.4,4.8,3.9,1.1,7.1,85.6,20,23.8,28.5,31.2,8.1,7.2,2.1,11.8,7.1,4.6,1.8,0.1,6.1,0.3,2.2,34.2,17.8,17.4,16.5,36.6,,,61,40.4,20.7,"35,982","11,368","17,531","39,559","53,621","37,523","51,688","53,853","56,412","19,558","52,311","86,044","25,983","18,364","80,322","55,260","11,460","18,574","8,347","10,843",43.2,7.8,"120,400","44,000","44,500",144.8,"271,242","5,375","4,860","5,508","5,248","4,537","4,158","4,927","4,541","2,631","2,178","2,579","2,463",122,255,2.1,2.9,0.6,1.3,2.8,1.1,0.333,0.265,299.8,10.4,23.8,"7,599"
45,45,M,Miyazaki,Myz,宮崎,51,121,61,152,126,145,104,12.8,83.8,109,102,270,85,"31,221",80.34,72.05,92.1,71,42.2,176819,28.4,27.1,13.4,31.7,54.9,12.63,27.85,17.8,77,3167.5,2,2315,0.343,2,0.64,20.09,10.4,10.8,20.6,66.5,4.6,27.2,47.8,64.5,65.9,65.7,68.4,95,58.4,29.1,17.37,54.22,6.6,100,85.9,46,238.4,62.3,688.8,451.2,250.5,2.8,8.9,10136,969,1039,1719,182,13.55,69.8,15,32.8,62.7,46,48.8,37.8,29.5,14.6,0.8,3.5,3.8,1.1,7.5,81.1,22,20.8,27.1,28.4,6.3,7.8,2.3,12.4,6,5.2,2,0.1,7.5,0.3,1.5,42.2,21.3,17.6,18.5,35.8,,,71,40.6,17,"32,354","8,630","12,728","32,752","40,029","32,818","41,699","45,341","47,333","17,591","48,595","71,688","21,523","13,028","76,183","50,163","11,821","14,825","7,150","10,553",40.8,7.1,"101,700","42,300","40,900",144,"259,006","4,383","3,933","5,130","4,482","3,616","3,741","5,036","4,131","2,053","1,795","2,476","2,108",130,235,1.6,3.4,0.9,1,2,1.1,0.293,0.247,291.7,10.7,24.8,"7,022"
46,46,M,Kagoshima,Kgs,鹿児島,76,138,89,205,115,203,105,15,85.8,201,181,450,90.8,"36,556",80.02,72.31,91.3,60,44.1,264397,27.1,27,13.3,31.4,55.3,13.43,25.06,19,73,2397,9,2384,0.343,0.7,0.88,23.32,10.6,9.3,19.1,69.7,4.7,38.2,42.3,68.2,66.8,64.6,67.9,96.8,41.2,32.6,11.7,39.24,6.3,100,89.8,50.1,262.9,58.3,361.4,491.8,263.3,3.6,8.1,9477,1017,1049,1645,188,15.33,73.5,12.7,36.2,64.4,47.3,49,37.1,35,21.2,0.5,3.7,4.8,1.5,9.8,83.8,24.2,21,27,27.1,7.1,6.3,1.3,10.6,6.2,7.8,2,0.3,12.1,0.4,4.2,44.1,19.5,18.2,16.7,36.7,,,60,44.1,20.2,"52,123","15,311","19,968","47,711","62,437","47,290","60,469","66,380","67,749","21,346","69,608","112,766","28,656","19,519","80,142","57,555","14,428","16,294","8,305","12,210",40.9,7.3,"155,200","57,800","64,900",144.9,"255,396","5,083","5,072","5,381","5,179","4,183","4,946","4,795","4,641","2,198","2,546","2,409","2,384",214,490,2.1,5.5,0.7,1.9,3.6,1.7,0.322,0.252,279.4,11.3,24.5,"7,296"
47,47,M,Okinawa,Okn,沖縄,71,72,51,130,99,92,50,6.3,62,153,125,261,84.2,"28,102",80.27,71.98,93.9,61.5,38.1,172123,33.5,28.4,17,21.6,61.4,8.28,22.42,23.5,74,2469.5,0,2166,0.348,1,1.26,22.99,12.7,4.5,13.8,73.5,6.3,27.9,75.4,67.9,52.4,44.4,38.8,97.8,73.6,25.1,10.29,68.35,6.9,99.5,84.6,42.7,243.1,53,306.3,403.2,226.3,3.5,7.3,5747,954,850,1513,210,9.25,74,19.9,35.6,48.1,33.9,31.7,25.8,25.8,10.1,0.4,4.3,3.1,1.3,9.1,83.6,18.2,24.2,28.4,33.5,6.1,11.7,2.3,13.3,3.3,3.7,1.1,0.1,5.9,0.2,2.1,38.1,12.4,25.8,11.2,36.6,,,61.5,33.3,17.5,"41,848","11,471","18,547","34,411","36,372","32,190","43,763","49,376","43,815","28,995","33,575","59,177","25,610","14,767","54,015","37,179","7,870","13,915","7,043","8,737",28.1,4.6,"64,000","28,500","29,800",142.9,"246,948","3,322","2,990","3,457","3,256","3,553","3,786","3,872","3,737","1,834","1,961","1,887","1,894",145,262,2.9,2.5,0.4,0.7,2.5,0.7,0.316,0.285,272.5,9.1,24.1,"6,850"
48,1,F,Hokkaido,Hkk,北海道,280,,,,,,,,,,,,66.1,,86.77,73.77,62.9,34.5,21,1124226,31.6,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9,12.7,40.8,72.2,57.1,56.9,45.1,23,8.7,0.5,3.1,4.1,1.1,8,85.3,31.4,21.2,41.9,31.6,10.5,9.3,3.2,8.4,2.7,2.7,0.9,,,,,21,8.4,13.4,4.1,14.4,14.3,6.2,34.5,15.1,5.5,"78,692","14,424","68,412","67,443","156,655","91,421","74,483","102,645","170,638","25,425","53,307","241,134","59,732","82,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.8,9.1,22.3,"6,051"
49,2,F,Aomori,Amr,青森,67,,,,,,,,,,,,66.9,,85.93,75.14,71.5,36.6,28.2,286808,24.6,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7,9.2,35.5,61.7,42.8,52,35,22.3,9.5,0.3,2.4,3.1,1.4,8.7,78.9,30,12.9,32.8,24.6,7.5,6,1.5,6,3,3.4,0.6,,,,,28.2,11.1,16.1,4.7,12.8,16.2,6.9,36.6,19.6,6.8,"32,291","6,020","24,525","24,534","49,573","25,960","18,055","35,745","59,167","6,752","16,127","74,269","14,251","25,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.7,9.7,23.2,"6,010"
50,3,F,Iwate,Iwt,岩手,64,,,,,,,,,,,,60.8,,86.44,74.46,61,37.9,29.3,276291,30.2,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,11.3,37.5,68.6,47.2,57.8,37.9,31,15.8,0.7,3.1,6.2,1.9,9.6,83.2,34.5,17.1,38.3,30.2,10.1,6.2,2.2,6.5,4.7,6.1,2.3,,,,,29.3,7.3,14.6,4.1,8.8,12.6,5.2,37.9,13.7,5.2,"28,758","5,630","19,668","29,248","72,795","27,292","13,164","37,074","58,339","4,215","17,278","83,706","12,480","27,792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.1,9.3,22.6,"6,132"
51,4,F,Miyagi,Myg,宮城,118,,,,,,,,,,,,57.4,,87.16,74.43,56.4,30.9,23.7,419639,37.6,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.2,12.9,43.6,75.1,60.7,61.2,50,28.9,13,0.8,2.3,5.2,2.1,10.9,85.6,32.6,22.5,43.5,37.6,12.2,10.3,2.7,8.9,7.1,4.7,2.3,,,,,23.7,7.3,10.9,4.2,10,11.3,6.1,30.9,12.9,5.3,"53,381","9,673","46,871","48,273","124,281","66,084","29,498","70,440","121,722","10,792","32,510","162,924","25,880","40,662",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.6,9.4,23.2,"6,354"
52,5,F,Akita,Akt,秋田,52,,,,,,,,,,,,60.5,,86.38,74.53,65.9,29.6,26.9,248161,28,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,10.2,38.5,69.8,49.7,59.6,41,24.2,10.8,0.4,2.5,4.6,1.3,8.5,78.7,32.7,18.2,33.9,28,10,6.5,2.5,6.2,3.1,3.3,0.7,,,,,26.9,9.5,13.4,3.4,10.5,12.7,6.5,29.6,14.3,3.1,"23,015","3,892","20,181","14,384","41,355","21,380","10,924","24,810","37,916","2,845","12,582","60,226","7,706","16,760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.3,9.6,22.8,"6,541"
53,6,F,Yamagata,Ymgt,山形,57,,,,,,,,,,,,54.3,,86.96,75.06,48,31.4,27.4,243153,31.6,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3,11.4,36.3,73.9,55.7,61.3,47.4,29.7,14.3,0.5,2.8,6.7,1.8,10.5,82.7,33.5,16.3,36.4,31.6,11.5,6.5,2,7.7,4.6,4.4,1.3,,,,,27.4,9.6,11.9,3.2,8.9,9,4.5,31.4,14.1,8.4,"29,863","5,136","24,950","17,757","33,528","19,320","13,542","30,193","36,032","2,907","12,711","83,131","10,445","15,382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,9.8,23.4,"5,893"
54,7,F,Fukushima,Fks,福島,94,,,,,,,,,,,,57.8,,86.4,75.05,55.4,41.1,27.4,383349,28.9,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4,11.9,40.1,73,55.4,62.5,48.3,27.3,12.7,0.3,2.6,4.6,1.3,9.9,83.3,34.7,13.4,37.7,28.9,8.9,6,1.3,5.9,4.5,3.6,1.2,,,,,27.4,9,12.2,4,12.1,11.7,5.1,41.1,14.6,15.5,"46,864","8,754","37,300","33,914","63,228","45,222","23,021","56,850","79,963","6,295","23,604","121,923","20,773","31,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.3,9.9,23.9,"6,470"
55,8,F,Ibaraki,Ibr,茨城,144,,,,,,,,,,,,58.1,,86.33,75.52,57.6,37.3,24.9,533440,33.7,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9,13.6,46.4,75.9,55.4,64.9,47.2,25.9,10.4,1,2.3,4.1,1.7,11,87.3,36,16.2,39.4,33.7,10.5,9.4,2.7,9,3.1,4.2,1.4,,,,,24.9,8.8,14.1,3.6,10.2,12.7,5.7,37.3,19,9.4,"54,853","10,479","45,571","38,747","68,103","45,320","29,713","56,424","81,526","7,860","30,314","114,777","24,312","30,122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.2,9.4,23.1,"6,471"
56,9,F,Tochigi,Tch,栃木,98,,,,,,,,,,,,60.6,,86.24,75.73,56.2,39.3,28.5,357002,32.9,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1,12.9,46.3,75.9,54.2,65.5,46.5,27.3,11.8,0.6,2.7,5,1.9,11.5,84,34.9,14.4,40,32.9,12.1,10,2.6,7.8,3.8,5.1,0.7,,,,,28.5,8.5,12.4,4.2,9.7,12.1,5.8,39.3,16.9,8.2,"36,501","7,288","33,225","30,811","93,798","49,049","19,635","54,251","68,861","6,409","20,317","118,189","20,257","24,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.2,9,22.8,"6,583"
57,10,F,Gunma,Gnm,群馬,99,,,,,,,,,,,,56,,86.84,75.2,57.7,36.6,23.5,372063,35.1,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,12.1,46,77.3,55.1,68.7,48.2,29.3,12.5,0.5,2.5,5.7,1.4,11,87,35.8,14.8,39.8,35.1,11.2,9.3,2.5,9,5.3,4.7,0.6,,,,,23.5,8.3,12.6,4.3,10.8,10.6,5.7,36.6,17.9,4.8,"41,308","7,889","32,745","31,843","69,897","55,145","19,898","49,929","88,988","6,140","22,050","116,717","20,169","26,303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.7,9.3,23,"6,430"
