key,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
58,11,F,Saitama,Stm,埼玉,367,,,,,,,,,,,,56.6,,86.66,74.67,55,38.9,20.9,1213169,37.5,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9,13.1,48.6,80.9,68.5,65.6,57.8,26.6,8,1.7,2.5,3.9,1.6,11.8,89.5,32.7,14.8,45.3,37.5,12.6,11.7,4.2,9.3,3.9,3.8,0.8,,,,,20.9,8.9,11,4.2,10.9,13.2,5.5,38.9,19,7.4,"133,769","24,855","110,637","128,964","306,988","194,768","80,125","183,009","312,950","31,669","98,224","418,667","80,793","96,273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.1,9.4,22.6,"6,880"
59,12,F,Chiba,Chb,千葉,315,,,,,,,,,,,,53.3,,86.91,75.17,54.2,41.3,21.7,1072554,40.6,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,13.6,48,78.9,65.6,64.4,54.3,26.2,9.1,0.7,2.6,4.2,1.5,10.6,90.6,34.9,17.9,46.8,40.6,14.9,13.4,3.4,11.2,3.7,4.1,1,,,,,21.7,8.6,11.2,4.1,11.5,12,6.2,41.3,18.2,6.5,"113,793","21,048","98,872","110,110","251,983","151,159","71,894","151,035","261,243","27,068","78,105","341,569","70,666","83,177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.2,9.7,22.5,"7,086"
60,13,F,Tokyo,Tky,東京,702,,,,,,,,,,,,55.5,,87.26,74.24,53.5,32.2,19.4,2065419,46.7,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,14.8,51.8,81.1,71.7,64.4,59.1,24.2,5.3,1.2,2.9,4.6,2.2,10.3,90.5,26.4,19,53.1,46.7,19.5,17.9,5.6,13.2,3.8,2.3,2.3,,,,,19.4,8,12.2,4.1,11.9,13.3,5.8,32.2,14.7,4.3,"244,405","46,522","210,525","333,155","700,530","416,222","192,159","377,902","741,758","115,300","259,026","915,406","234,362","263,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.4,9.1,22.2,"7,250"
61,14,F,Kanagawa,Kng,神奈川,460,,,,,,,,,,,,57.7,,87.24,74.63,54.9,31.5,19,1462684,43.9,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,15.4,48.6,80.7,68.3,65.2,56.2,29.9,9.4,1.3,3.5,4.7,2.7,14,90,31,20.6,45.2,43.9,17.8,16.1,6.1,11.8,4.9,3.3,1.8,,,,,19,7.8,13.1,3.8,10.9,13.7,6,31.5,13.8,4.8,"119,363","20,794","106,485","159,596","382,795","221,155","91,769","202,149","390,239","45,046","121,128","483,692","101,077","128,809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.6,9.2,22.4,"7,795"
62,15,F,Niigata,Ngt,新潟,116,,,,,,,,,,,,56.3,,87.32,75.44,54.8,29,25.4,481667,29.1,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7,13.3,39.3,74.1,59.3,59.9,52.8,21.8,10.1,0.4,2.1,3.3,1.1,8,82.4,32.2,13.9,36.9,29.1,9.6,6.1,1.4,5.8,3.6,2.3,0.8,,,,,25.4,9.2,11.8,3.1,8.9,11.4,4.7,29,12.1,5.8,"47,233","8,416","44,932","39,396","108,687","55,278","24,958","57,458","109,461","9,476","37,535","160,492","21,343","45,405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.2,9.4,22.8,"6,186"
63,16,F,Toyama,Tym,富山,54,,,,,,,,,,,,51.9,,87.42,75.77,52.4,27.3,22.5,224203,35.9,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8,10.7,44.2,77.9,62.3,65.6,55.6,31.6,15.1,0.8,2.2,7,1.1,10.2,86.1,34.1,15.2,41.5,35.9,12.9,7.9,2.6,8.7,6.2,5.9,1.1,,,,,22.5,10.4,12.4,3.7,8.4,10.8,4.1,27.3,16,5.4,"24,377","4,483","21,442","16,560","25,779","13,735","10,789","20,238","31,567","2,757","15,168","45,183","10,434","19,823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.1,8.9,23,"6,074"
64,17,F,Ishikawa,Ish,石川,59,,,,,,,,,,,,55.8,,87.28,75.18,53.6,32.9,21.9,221208,34.1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,15.6,44.4,76.9,63.3,60.4,52.7,30.6,14.2,0.3,3,5.1,1.7,12.3,87.7,33.6,17.1,38,34.1,12,8.5,2.4,8,5.5,5.3,1.2,,,,,21.9,10,11.2,5,11.3,11.2,6.2,32.9,16.6,5.6,"26,113","5,310","23,864","17,823","48,929","24,597","13,253","23,602","39,287","3,226","13,942","71,038","10,291","22,621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.7,9.2,22.1,"6,465"
65,18,F,Fukui,Fuk,福井,40,,,,,,,,,,,,48.8,,87.54,75.26,47.9,33,17.9,154509,35.2,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2,13.5,36.7,76.8,57.4,65.3,49.8,30.9,15.9,0.9,3.1,6.4,1.7,10.9,84.4,31,12.7,36.3,35.2,11.7,8.3,2.5,9.3,5.1,4.7,1.6,,,,,17.9,10.3,11.2,4.2,9.6,9.8,6.1,33,15.8,6.6,"13,610","2,809","12,328","11,375","19,363","10,820","6,339","14,825","20,393","2,064","7,954","34,951","6,488","15,358",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.7,9.1,22.8,"6,732"
66,19,F,Yamanashi,Ymn,山梨,42,,,,,,,,,,,,50.2,,87.22,76.22,51.7,29.5,23,162076,36.1,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7,12,42.8,78.1,57.6,67.5,49,27.8,10.8,1,3.3,5.4,2.2,9.7,84.8,32.8,15.7,38.7,36.1,12.8,9.8,3.1,9.4,4.9,6.1,2.1,,,,,23,8.1,12.1,5.2,9.7,11.7,4.6,29.5,12.5,6.8,"18,205","3,626","14,887","14,287","44,361","24,179","10,603","22,993","38,395","3,176","9,802","53,686","9,602","16,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.7,9.4,22.2,"6,838"
67,20,F,Nagano,Ngn,長野,106,,,,,,,,,,,,49.6,,87.67,74.72,50.8,28.3,22.2,425339,35.4,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4,12.7,42.9,75.8,58.5,63.3,48.7,30.8,13.6,0.8,2.9,7.2,2.3,10.8,85.1,34.8,14.9,41.4,35.4,13.2,7.9,2,8.6,6.8,5.5,1.7,,,,,22.2,6.5,11.2,3.6,8.3,10.1,4.5,28.3,10.7,5.9,"45,224","8,954","39,961","36,770","99,101","50,663","18,405","50,752","93,824","6,069","25,614","144,863","17,556","35,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.3,10.1,22.5,"6,606"
68,21,F,Gifu,Gif,岐阜,103,,,,,,,,,,,,55.5,,86.82,75.65,55.9,34.8,19.8,389650,34.7,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9,11.8,40.7,76.6,58.4,65.5,49.8,33.7,17.2,1.3,2.8,6.1,1.8,12.4,85,32.7,13.2,37.1,34.7,13.1,10.1,3.4,9.2,5.2,5.9,1.7,,,,,19.8,9,13.3,4.4,9.3,11.1,4.9,34.8,15.3,7.8,"37,133","7,237","32,066","26,714","71,049","39,760","15,632","43,115","71,826","4,905","19,470","107,045","13,388","36,393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.7,9,22.6,"7,234"
69,22,F,Shizuoka,Shz,静岡,186,,,,,,,,,,,,54.7,,87.1,75.37,55.3,32.5,23.3,701807,34.7,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,12.2,44.1,75.8,55.3,63.2,47.3,28,9.6,1,1.7,5.3,1.5,11.6,86,32.6,14.1,41.3,34.7,12.6,9.3,2.4,7.7,6.3,4.1,1.3,,,,,23.3,7.3,11.4,4.1,9.7,11.5,5.9,32.5,13.5,5.6,"69,160","13,128","65,466","52,378","151,831","92,821","36,417","95,023","154,218","14,019","39,716","226,798","33,853","61,438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.8,9,22.3,"6,975"
70,23,F,Aichi,Ach,愛知,377,,,,,,,,,,,,55.9,,86.86,76.32,54.2,31.8,20.7,1192664,36.8,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9,14.3,46.1,80.8,66.6,69.4,57.2,26.3,11.5,1.5,2,3.6,1.2,10.9,88.2,30.8,18.1,42.2,36.8,13.1,11.1,3.8,8.9,4.9,4.1,1.3,,,,,20.7,9.1,12.9,4.4,11.6,12.3,6.2,31.8,14.3,5.4,"127,976","27,440","116,988","102,113","286,495","181,781","60,110","179,714","295,116","23,028","79,989","426,087","59,736","119,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.7,9.3,22.9,"6,077"
71,24,F,Mie,Mie,三重,92,,,,,,,,,,,,47.3,,86.99,76.3,49.4,32.4,23.1,344858,34.3,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7,12.1,40.3,76,59.3,65.5,50.9,28.2,14.4,0.7,1.9,4.8,2.4,10,85.9,32.3,14.4,37.6,34.3,12.1,9.4,2.6,8.6,5.4,4.3,1.2,,,,,23.1,9.1,11.5,4,9.5,10.8,5.6,32.4,15.5,7.6,"37,732","7,180","33,846","25,170","68,460","45,130","15,208","48,257","70,691","4,328","18,461","121,536","15,904","30,547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.8,9,22.3,"6,460"
72,25,F,Shiga,Shg,滋賀,72,,,,,,,,,,,,48.5,,87.57,74.07,47.8,33.8,17.1,233041,39.2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,13.6,45.7,79.1,63.5,67.2,55.3,31.8,16.2,0.7,2.7,5.9,2.8,13.9,88.5,35.3,15.8,42,39.2,14.8,10.3,3.1,10.1,7.9,5.7,1.2,,,,,17.1,9.5,10.9,3.8,10.7,10,3.8,33.8,13.8,8.1,"24,100","4,250","23,028","21,294","49,251","32,713","9,947","33,934","53,927","3,181","14,957","78,066","10,951","24,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.2,8.7,22.1,"7,292"
73,26,F,Kyoto,Kyt,京都,135,,,,,,,,,,,,54.1,,87.35,73.97,52.7,37.6,18.8,485101,41,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.4,13.7,45,76.3,62.3,61.7,51.4,26.2,8.7,1.1,2.6,5.2,2.1,9.9,89.1,30.9,16,45.3,41,17.4,13.4,4.4,10.6,3.9,3.4,0.9,,,,,18.8,8.8,11.7,4.9,12,10.8,3.8,37.6,13.9,4.9,"38,716","6,770","37,607","41,321","88,974","57,706","23,794","54,248","100,498","9,420","34,203","132,163","24,128","44,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.8,9,22,"7,524"
74,27,F,Osaka,Osk,大阪,458,,,,,,,,,,,,57.3,,86.73,74.46,57.4,37.6,16.6,1561892,38,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2,12.4,42,73.8,61.7,59,49.5,22.6,8.2,1.4,2.4,3.7,1.3,8.7,87,24.5,16.3,42.8,38,12.9,12.2,3.6,11.2,2.9,2.7,1,,,,,16.6,9.4,13.1,6,13.3,11.5,5.1,37.6,19.6,5,"124,973","22,953","109,322","115,701","242,245","145,772","86,374","157,750","266,714","32,935","113,655","329,385","69,626","123,709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.8,8.4,22.7,"7,186"
75,28,F,Hyogo,Hyg,兵庫,287,,,,,,,,,,,,54.1,,87.07,74.23,51.5,33.2,19.1,1030286,40.1,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2,13.1,45.2,75.6,61.1,63.1,50.1,27,10,1.4,3.4,5.9,1.9,10.4,87.2,29.4,17.2,41.6,40.1,15,11.9,3.9,11.4,4.2,4.3,1.6,,,,,19.1,8.3,12.5,6.1,11.2,10.9,4.6,33.2,15.7,7.6,"83,363","15,637","79,220","77,028","192,441","120,084","40,604","110,978","206,259","16,880","65,543","271,726","46,676","85,537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.9,9.1,22.4,"6,813"
76,29,F,Nara,Nar,奈良,71,,,,,,,,,,,,52.6,,87.25,74.1,50.5,39.1,17.8,269286,38.9,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,12.8,45.7,77.1,61.8,64.9,52.2,27.1,11.4,1.4,2.5,5.1,2,9.6,86.6,35.7,15.6,45.5,38.9,14.8,12.4,4.2,12.4,3.9,4,1,,,,,17.8,7.9,10.1,4.7,12.9,11.6,4.2,39.1,15.9,4.1,"21,034","3,657","19,694","16,531","42,743","28,285","9,415","25,804","44,286","3,487","14,209","58,842","9,128","19,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.5,9.2,22.3,"6,787"
77,30,F,Wakayama,Wky,和歌山,50,,,,,,,,,,,,51.5,,86.47,74.42,53.2,42.1,19.5,207510,34,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7,10.3,41.5,69.3,51.3,57.7,43.2,24.4,9.6,0.4,2.3,4.9,1.2,8.3,83.2,32.1,12.7,32.9,34,11.9,8,2.7,6.2,3.5,2.7,0.6,,,,,19.5,8.4,13.7,5.9,12,10.7,5,42.1,17.7,7.9,"17,920","3,097","14,863","11,270","28,807","17,789","7,602","19,356","32,451","2,458","10,869","48,093","6,814","15,449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.4,8.8,22.5,"6,062"
78,31,F,Tottori,Ttt,鳥取,29,,,,,,,,,,,,51.7,,87.27,74.14,61.3,30.1,22.9,120945,31.4,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6,12,38.4,71.4,50.5,59.8,40,30.7,16.1,0.8,2.7,6.2,1.4,10.7,82.7,31.5,13.1,38.7,31.4,10.8,7.6,2.1,6.9,5.4,5,0.6,,,,,22.9,10.2,10.2,4.8,10.5,8.4,7.4,30.1,11.5,10.7,"9,639","1,745","8,756","7,219","9,919","7,495","3,752","9,657","14,029",1119,"5,455","22,096","3,694","9,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,8.9,22.1,"5,857"
79,32,F,Shimane,Shm,島根,35,,,,,,,,,,,,47.7,,87.64,75.74,55,30.3,21.3,155815,31.5,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1,10.8,36.8,68.6,49.3,54.5,39.3,29,11.4,0.6,2.7,6.1,1.7,10.4,82.2,34.1,15.7,38.2,31.5,11,6.9,2.2,7.8,4.1,3.3,0.9,,,,,21.3,8.5,10.7,5.2,9.4,9.4,4.7,30.3,12.1,4.3,"15,189","2,610","14,156","10,404","20,571","10,863","4,763","13,629","23,134","1,466","6,967","40,189","5,152","9,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.2,9.6,22.5,"6,549"
80,33,F,Okayama,Oky,岡山,99,,,,,,,,,,,,51.3,,87.67,75.09,50.7,32.7,21,373834,38.8,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,12.3,41,75.3,54.1,61.8,43.7,29.5,13.9,1,3.5,6.6,1.6,10.7,86.7,34.7,13.8,42.5,38.8,11.9,8.5,2.7,10.3,4.4,5.1,1,,,,,21,7.7,9,4.3,8.9,9.2,4.6,32.7,17.4,9.6,"28,931","5,812","27,482","27,556","55,579","37,349","13,642","45,193","63,637","4,731","19,235","98,016","16,197","32,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.3,8.4,23.3,"6,042"
81,34,F,Hiroshima,Hrs,広島,145,,,,,,,,,,,,54.1,,87.33,73.62,53.2,35.7,19,538526,35.8,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7,12.3,41.6,71.8,55.9,60.2,44.5,25.5,10.9,0.5,2.7,4.7,1.7,10.6,86.2,30.5,29.3,42.7,35.8,12.2,8.8,2.6,8.9,3.3,3.3,1.1,,,,,19,8.1,11.3,5.6,11,9.9,5.3,35.7,15.9,6.9,"38,299","8,351","36,034","40,070","67,544","38,175","20,045","50,271","76,499","9,096","33,403","104,493","20,763","39,723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.9,9,22.4,"7,357"
82,35,F,Yamaguchi,Ymgc,山口,72,,,,,,,,,,,,61,,86.88,75.18,59.5,38.3,21.2,315502,33.1,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3,11.6,43.2,70.6,52.6,61.5,44.2,28.3,14.2,0.8,2.6,5,1.4,10.1,84.5,35.7,16.6,39.1,33.1,12.7,8,3.2,8.6,2.7,3.8,1.5,,,,,21.2,9.2,11.8,5.6,11.6,12.7,5.3,38.3,20.2,4.9,"21,498","3,733","19,218","16,964","37,027","21,458","8,812","23,744","37,834","2,605","13,792","59,638","10,532","17,636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.5,8.7,22.1,"6,969"
83,36,F,Tokushima,Tks,徳島,39,,,,,,,,,,,,47.4,,86.66,74.04,58.2,33,20.1,162474,34.2,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,11.3,45.5,70.7,50.7,56.6,42.6,26.2,12,0.5,2.7,4.9,1.8,9.3,81.1,35,15.7,37.1,34.2,11.7,8.6,1.8,8.7,4.4,4.2,1.7,,,,,20.1,7.4,10.1,4.5,10.1,9.8,6,33,19.3,4.9,"15,063","2,787","10,890","11,627","25,073","17,364","5,925","18,275","26,374","1,995","7,914","39,622","6,540","14,786",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,9.1,22.1,"6,313"
84,37,F,Kagawa,Kgw,香川,50,,,,,,,,,,,,51.4,,87.21,74.83,56,39.3,18.1,197785,35.1,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,13.8,44.4,69.8,51.7,57.6,41.8,29.2,13.2,0.5,2.6,5,1.6,10.9,85.2,35.7,14.6,38.5,35.1,12.3,8.1,2.4,8,4.3,3.9,1,,,,,18.1,8.7,9.6,4.5,9.7,9.5,4.9,39.3,14.1,6,"20,238","4,136","16,229","15,297","34,372","21,663","7,194","24,527","36,203","2,637","10,569","54,670","8,841","19,185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.9,8.6,22.8,"6,260"
85,38,F,Ehime,Ehm,愛媛,71,,,,,,,,,,,,54,,86.82,74.59,58.6,42.8,20,296378,33.5,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9,12.6,43.6,68.5,50.8,55.1,41.6,28,13.4,0.9,3.6,5.5,2.3,11.4,82.8,35.4,15.2,36.8,33.5,11.5,9.1,2.5,9.6,4.5,3.6,1.4,,,,,20,7.6,11.2,4.8,8.6,9.6,6,42.8,15.4,4.4,"21,732","3,955","19,526","20,540","48,113","26,690","10,041","31,101","41,475","3,702","11,054","63,218","13,316","24,654",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.1,9.1,23.1,"6,945"
86,39,F,Kochi,Kch,高知,37,,,,,,,,,,,,59.6,,87.01,75.17,58.8,35.7,20.2,166949,28.9,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,10.5,40.8,62.8,44.6,49.4,34.3,21,7.2,0.5,2.7,4,1.1,7.5,80.5,31,11.1,35.9,28.9,9.9,7.9,2.3,6.2,3.5,2.7,1.1,,,,,20.2,9.6,8.6,6.5,12.1,12,4.3,35.7,18.4,9.8,"14,524","2,902","10,593","13,032","30,616","19,475","7,900","20,754","30,400","4,051","11,601","44,230","8,001","16,030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.2,8.4,22.8,"5,840"
87,40,F,Fukuoka,Fkk,福岡,269,,,,,,,,,,,,57.5,,87.14,74.66,59.3,23.9,17.7,948659,38.3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,12.4,44.4,75.9,60.4,61.4,47.5,29.5,13.2,1.2,3.1,5.8,1.9,11.5,86.7,29.2,22.7,39,38.3,14.2,10.3,4.1,11,4,4.5,3.2,,,,,17.7,8.2,13.2,6.6,11.9,12.6,6.9,23.9,16.8,4.6,"75,848","14,999","63,666","81,307","172,038","105,680","50,161","114,810","189,956","17,201","62,489","263,734","63,035","77,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.2,9.5,21.8,"7,155"
88,41,F,Saga,Sag,佐賀,43,,,,,,,,,,,,56,,87.12,75.07,53.4,29.1,20.7,167597,35.4,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3,12.2,41,72.4,53.8,59.5,45.8,33,18.4,0.9,3,5.7,1.6,11.5,84.1,31.8,19.5,35.5,35.4,13.2,9.2,2.2,9.4,4.9,7,2.1,,,,,20.7,10,10.5,7.6,9.7,12,5.1,29.1,18.4,3.5,"15,750","3,563","13,918","11,236","28,118","16,917","7,303","20,095","27,455","1,795","8,132","43,555","9,024","12,247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.3,8.7,22.8,"6,635"
89,42,F,Nagasaki,Ngs,長崎,71,,,,,,,,,,,,65.3,,86.97,74.71,58.7,35.8,19.3,295574,32.2,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1,11.2,38.3,65.6,49.9,51.5,38.1,27.1,11.7,0.5,2.1,4.9,1.5,9.9,83.1,31.9,15.7,36.5,32.2,9.6,7.5,2.2,8.7,4.4,3.9,1.1,,,,,19.3,5.9,12.3,5.3,11.6,13.8,5.8,35.8,15.8,8.1,"30,547","5,301","22,684","17,260","57,015","30,665","10,840","33,122","52,249","3,045","11,962","79,453","13,605","21,583",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.6,8.7,22.9,"6,929"
90,43,F,Kumamoto,Kmm,熊本,93,,,,,,,,,,,,51.6,,87.49,74.98,55.7,32.2,19.2,368096,32.5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,12.9,42.7,68.5,54,54,43.1,31.9,12.8,0.4,3,5.4,2.3,10.4,82.7,30.3,14.4,36,32.5,9.9,7.9,2.2,7.2,3.3,5.4,7.8,,,,,19.2,5.8,10.5,5.6,10.3,12.3,4.9,32.2,13.2,3.5,"33,675","6,515","26,368","27,172","61,123","36,883","15,723","46,847","65,488","4,845","19,135","99,991","19,411","28,102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,44,F,Oita,Oit,大分,60,,,,,,,,,,,,52.7,,87.31,75.38,51.5,30.3,18.8,250250,33.1,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1,13.8,44.8,71.2,54.2,59.4,44.5,29.2,12.9,0.9,2.9,6,1.2,9.6,83.5,33.1,16.4,35.8,33.1,10.5,7.5,2.4,7.3,5.5,3.9,1.6,,,,,18.8,6.3,9.6,6.6,9.7,9.6,3.7,30.3,16.7,7.5,"25,282","5,121","20,699","17,793","55,097","32,034","10,944","33,890","49,095","2,758","12,727","76,548","13,403","22,411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.8,8.8,22.5,"6,954"
92,45,F,Miyazaki,Myz,宮崎,57,,,,,,,,,,,,56.9,,87.12,74.93,54,37.5,26.3,232397,29.7,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,11.7,42.5,68.8,50.5,56.3,40.9,28.8,11.3,0.8,3.2,6.4,1.8,9.8,80.9,33.1,15.3,33.9,29.7,9.1,8.1,1.9,6.9,3.3,4.3,2.4,,,,,26.3,7.9,11.5,5.1,11.3,8.9,6.7,37.5,18.1,6.2,"22,565","4,060","15,162","16,235","37,794","26,209","9,136","27,743","40,334","2,556","11,567","61,305","10,648","15,445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.8,9.4,23.8,"5,939"
93,46,F,Kagoshima,Kgs,鹿児島,86,,,,,,,,,,,,51.5,,86.78,75.51,53.8,33.7,27.5,346392,31,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5,11,42.8,68.9,51.6,54.9,41.8,30.5,14.4,0.6,2.9,6.7,1.9,11.5,83.1,33.4,14.7,33.7,31,9.3,6.9,2,8.1,4.4,5.3,1.7,,,,,27.5,6.6,10.8,5.7,9.1,11.3,6.7,33.7,20.3,9.2,"36,644","7,453","24,207","24,719","63,333","40,460","10,459","42,903","59,566","2,804","14,197","96,590","14,085","23,877",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.3,9.3,22.8,"6,700"
94,47,F,Okinawa,Okn,沖縄,74,,,,,,,,,,,,60.8,,87.44,75.46,58.6,30.5,17.5,203635,34.1,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1,14.7,41.4,56.6,41.5,36.7,30.6,24.5,6.5,0.4,2.8,4.3,1.6,11.3,84.2,25.4,16.6,37.4,34.1,10.9,11.5,3.9,9.3,1.8,2.4,0.9,,,,,17.5,5.6,12.3,3.6,10.8,11.4,9.9,30.5,14,5.7,"28,901","5,896","18,944","21,585","33,058","22,236","12,162","33,708","39,006","7,541","9,286","51,097","17,925","17,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,8,23.8,"6,052"
,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
